TaskID,TaskType,MachineID,MachineType,MachineAgeYears,OperatorID,OperatorSkillLevel,OperatorExperienceYears,WeatherCondition,AmbientTemperatureC,HumidityPercent,WindSpeedKph,SiteTerrainType,MaterialType,LoadVolumeM3,DistanceCoveredM,TimeOfDay,ShiftHoursElapsed,NumberOfBreaks,PriorTaskDelayMin,IdlingDuringTaskMin,FuelConsumedDuringTaskL,EstimatedTimeMin,ActualTimeMin,SafetyIncidentDuringTask
T00499,Earth Excavation,BLD002,Bulldozer,5,OP011,Intermediate,3,Cloudy,16.79,53.67,0.19,Rocky,Soil,19.66,492.33,Evening,7.28,0,6.49,9.79,5.50,72.45,94.32,No
T00500,Grading,BLD001,Bulldozer,2,OP017,Intermediate,6,Sunny,28.43,57.48,7.68,Hilly,Soil,58.09,468.30,Night,9.94,2,3.34,9.89,3.58,40.25,59.52,No
T00501,Digging,CRN001,Crane,3,OP013,Intermediate,3,Cloudy,15.98,51.66,14.02,Muddy,Concrete,36.86,439.60,Night,6.56,1,11.93,1.19,4.46,63.00,78.18,Yes
T00502,Material Loading,BLD002,Bulldozer,5,OP007,Intermediate,3,Cloudy,15.46,30.71,5.84,Sandy,Rock,18.53,346.25,Afternoon,9.02,3,6.25,3.66,3.10,34.65,55.40,No
T00503,Compacting,CRN002,Crane,6,OP003,Beginner,2,Cloudy,15.37,40.89,9.72,Sandy,Debris,5.60,477.67,Afternoon,8.08,2,0.00,11.41,6.72,63.53,108.85,No
T00504,Digging,EXC003,Excavator,5,OP007,Intermediate,3,Windy,16.42,69.34,37.81,Muddy,Rock,16.97,164.88,Night,1.16,3,1.81,2.80,4.98,66.00,75.29,No
T00505,Earth Excavation,DMP002,DumpTruck,5,OP016,Expert,10,Sunny,25.31,53.39,14.15,Rocky,Debris,9.16,173.39,Night,6.66,3,4.86,12.61,4.14,69.00,74.57,No
T00506,Demolition,GRD001,Grader,6,OP018,Intermediate,4,Foggy,8.76,39.17,7.38,Muddy,Debris,32.75,380.79,Night,6.10,1,9.02,2.02,9.43,129.60,155.98,No
T00507,Grading,LDR003,Loader,8,OP018,Intermediate,4,Windy,12.03,68.68,38.15,Flat,Sand,59.51,481.93,Night,2.42,0,0.00,6.98,3.31,38.50,46.21,No
T00508,Grading,DMP002,DumpTruck,5,OP017,Intermediate,6,Cloudy,10.82,55.35,8.19,Sandy,Rock,9.11,65.42,Afternoon,4.72,3,2.90,1.00,2.83,40.43,51.56,No
T00509,Earth Excavation,DMP001,DumpTruck,6,OP001,Beginner,0,Rainy,16.36,69.52,8.28,Flat,Soil,17.93,88.52,Night,3.42,1,0.00,12.91,6.59,69.00,106.08,No
T00510,Material Loading,LDR003,Loader,8,OP013,Intermediate,3,Sunny,19.15,62.47,15.54,Flat,Debris,20.03,294.83,Morning,8.78,1,0.00,4.06,3.15,30.00,49.15,No
T00511,Trenching,GRD002,Grader,6,OP018,Intermediate,4,Cloudy,20.30,33.39,12.35,Sandy,Debris,40.48,225.21,Morning,0.78,0,7.66,6.72,3.57,51.98,55.97,No
T00512,Trenching,DMP001,DumpTruck,6,OP009,Beginner,2,Sunny,25.50,62.88,2.87,Flat,Sand,31.44,420.16,Morning,9.06,1,0.84,13.71,4.78,45.00,77.08,No
T00513,Grading,LDR001,Loader,1,OP004,Beginner,1,Sunny,30.98,72.27,13.34,Muddy,Soil,48.37,151.48,Night,0.67,2,8.34,6.81,3.31,42.00,57.03,No
T00514,Earth Excavation,LDR002,Loader,4,OP016,Expert,10,Sunny,11.85,17.31,8.53,Hilly,Soil,21.86,168.14,Morning,8.29,0,14.31,0.00,4.03,69.00,71.76,No
T00515,Lifting,LDR003,Loader,8,OP016,Expert,10,Cloudy,21.44,36.48,6.35,Flat,Sand,33.36,456.06,Evening,6.61,2,0.00,9.98,3.05,42.00,51.77,No
T00516,Grading,LDR002,Loader,4,OP019,Intermediate,6,Sunny,32.43,49.67,7.43,Sandy,Debris,54.33,358.61,Morning,5.96,3,5.35,10.44,2.81,38.50,49.82,No
T00517,Demolition,DMP002,DumpTruck,5,OP020,Intermediate,6,Sunny,16.95,62.68,11.89,Hilly,Rock,58.49,421.48,Morning,9.69,3,0.00,8.20,6.92,103.50,116.60,No
T00518,Grading,EXC001,Excavator,7,OP012,Beginner,2,Cloudy,17.00,39.75,15.41,Muddy,Concrete,5.17,130.93,Afternoon,7.62,2,6.28,16.02,5.04,44.10,74.11,No
T00519,Earth Excavation,EXC001,Excavator,7,OP020,Intermediate,6,Sunny,23.01,56.12,9.51,Hilly,Concrete,52.68,61.86,Morning,4.28,3,1.32,1.92,5.62,69.00,92.26,No
T00520,Earth Excavation,EXC002,Excavator,2,OP015,Expert,9,Foggy,15.02,58.80,18.20,Flat,Concrete,22.63,115.48,Night,9.05,2,17.86,0.00,3.26,72.00,64.15,No
T00521,Demolition,LDR001,Loader,1,OP018,Intermediate,4,Sunny,29.45,50.24,16.73,Sandy,Sand,45.29,183.06,Morning,4.37,0,11.23,16.73,4.65,99.00,97.78,Yes
T00522,Material Loading,EXC002,Excavator,2,OP012,Beginner,2,Cloudy,9.99,59.24,5.17,Muddy,Soil,21.86,435.05,Afternoon,2.49,0,13.08,15.55,2.76,37.80,53.84,No
T00523,Trenching,DMP001,DumpTruck,6,OP011,Intermediate,3,Windy,15.14,39.33,40.13,Hilly,Soil,8.76,78.82,Night,1.10,3,7.30,0.80,4.00,56.93,64.62,No
T00524,Lifting,EXC003,Excavator,5,OP008,Beginner,0,Windy,12.21,34.40,36.48,Rocky,Sand,27.70,192.58,Night,8.67,1,1.11,10.53,5.27,50.60,80.74,Yes
T00525,Trenching,GRD001,Grader,6,OP007,Intermediate,3,Sunny,23.32,25.26,10.93,Flat,Soil,36.97,391.39,Afternoon,2.22,0,0.00,4.25,3.07,45.00,51.64,No
T00526,Compacting,EXC003,Excavator,5,OP009,Beginner,2,Sunny,15.12,56.13,15.72,Muddy,Debris,18.03,247.09,Evening,4.51,0,3.56,13.11,5.10,66.00,91.77,Yes
T00527,Trenching,DMP002,DumpTruck,5,OP014,Beginner,2,Rainy,13.90,86.59,6.50,Hilly,Concrete,37.80,64.62,Evening,3.11,1,0.00,13.95,4.75,59.51,89.05,No
T00528,Lifting,DMP002,DumpTruck,5,OP011,Intermediate,3,Sunny,16.22,34.72,2.94,Rocky,Debris,18.57,241.11,Night,0.09,0,10.02,0.00,3.61,46.00,52.67,Yes
T00529,Lifting,LDR003,Loader,8,OP010,Beginner,0,Rainy,17.00,77.84,6.90,Sandy,Concrete,29.39,406.25,Morning,8.51,0,7.34,12.94,5.89,50.60,91.73,No
T00530,Compacting,BLD002,Bulldozer,5,OP019,Intermediate,6,Snowy,5.96,49.41,20.32,Muddy,Rock,52.98,390.11,Morning,5.42,3,9.11,4.21,6.39,85.80,105.41,No
T00531,Compacting,EXC001,Excavator,7,OP018,Intermediate,4,Sunny,28.16,75.02,13.86,Sandy,Rock,15.53,369.25,Evening,8.74,3,0.00,5.61,5.55,60.50,91.35,No
T00532,Grading,EXC003,Excavator,5,OP007,Intermediate,3,Sunny,23.48,41.85,10.46,Sandy,Soil,15.20,63.27,Morning,7.46,3,10.96,3.64,3.32,38.50,52.64,No
T00533,Compacting,LDR002,Loader,4,OP008,Beginner,0,Sunny,26.34,56.57,13.32,Muddy,Debris,50.20,478.56,Afternoon,5.55,1,0.00,14.19,5.52,66.00,93.23,No
T00534,Earth Excavation,BLD001,Bulldozer,2,OP012,Beginner,2,Sunny,19.74,61.04,10.34,Rocky,Debris,29.22,220.18,Morning,1.98,2,2.77,10.15,5.83,69.00,102.14,No
T00535,Digging,DMP002,DumpTruck,5,OP017,Intermediate,6,Cloudy,10.90,50.69,11.44,Sandy,Soil,23.70,399.67,Afternoon,9.11,2,10.75,5.84,4.80,57.75,79.27,No
T00536,Lifting,CRN001,Crane,3,OP017,Intermediate,6,Cloudy,16.23,61.04,10.19,Rocky,Debris,32.67,438.44,Morning,1.85,3,0.79,10.09,3.06,48.30,53.84,No
T00537,Digging,EXC003,Excavator,5,OP001,Beginner,0,Cloudy,12.50,56.68,11.02,Hilly,Debris,29.55,239.64,Night,2.40,2,9.13,3.12,4.90,60.37,89.20,No
T00538,Compacting,BLD002,Bulldozer,5,OP018,Intermediate,4,Foggy,16.74,62.07,10.85,Muddy,Concrete,26.14,377.59,Evening,7.73,2,1.17,6.86,5.03,79.20,95.28,No
T00539,Compacting,LDR001,Loader,1,OP004,Beginner,1,Sunny,25.35,65.75,10.94,Flat,Soil,25.90,382.22,Night,1.14,1,0.00,11.49,2.93,55.00,67.29,No
T00540,Compacting,GRD001,Grader,6,OP016,Expert,10,Rainy,18.94,100.00,12.19,Hilly,Debris,6.58,84.36,Morning,5.44,1,1.32,5.87,4.42,72.74,76.63,No
T00541,Compacting,DMP001,DumpTruck,6,OP014,Beginner,2,Cloudy,25.97,53.84,9.08,Muddy,Soil,28.65,470.79,Evening,1.72,1,0.00,13.32,6.05,69.30,103.61,No
T00542,Trenching,LDR003,Loader,8,OP017,Intermediate,6,Foggy,15.18,58.12,17.27,Hilly,Debris,57.08,334.68,Morning,5.41,3,11.77,5.12,4.50,62.10,78.57,No
T00543,Demolition,BLD003,Bulldozer,5,OP005,Intermediate,3,Sunny,25.13,54.61,9.09,Flat,Debris,41.59,259.01,Evening,3.42,1,4.19,1.71,6.81,90.00,115.63,No
T00544,Demolition,EXC001,Excavator,7,OP012,Beginner,2,Cloudy,21.08,66.09,10.05,Hilly,Debris,17.14,332.03,Afternoon,9.63,1,2.93,12.46,10.44,108.67,173.28,No
T00545,Lifting,LDR002,Loader,4,OP001,Beginner,0,Sunny,30.14,62.36,5.95,Rocky,Sand,53.35,112.40,Afternoon,3.64,3,0.00,15.91,3.90,46.00,68.11,No
T00546,Earth Excavation,CRN002,Crane,6,OP012,Beginner,2,Rainy,12.65,94.67,14.49,Sandy,Rock,35.69,350.62,Evening,8.80,3,3.09,13.21,7.88,75.90,120.25,No
T00547,Lifting,LDR001,Loader,1,OP014,Beginner,2,Rainy,20.16,81.11,4.39,Rocky,Debris,15.45,199.47,Afternoon,4.54,3,13.68,12.72,3.95,52.90,73.64,No
T00548,Grading,CRN002,Crane,6,OP013,Intermediate,3,Snowy,2.10,76.39,4.41,Sandy,Sand,57.34,250.12,Morning,5.41,2,13.92,7.59,3.25,50.05,62.09,No
T00549,Lifting,CRN002,Crane,6,OP015,Expert,9,Rainy,29.27,83.73,15.10,Flat,Concrete,42.71,449.79,Evening,4.70,0,5.79,0.00,3.40,46.00,52.76,No
T00550,Digging,BLD002,Bulldozer,5,OP001,Beginner,0,Sunny,20.02,59.08,1.73,Rocky,Debris,38.93,263.49,Evening,0.54,1,2.31,13.32,3.67,57.50,71.88,No
T00551,Digging,EXC002,Excavator,2,OP006,Intermediate,6,Rainy,15.23,85.08,1.46,Sandy,Sand,52.78,213.81,Night,9.39,0,0.62,8.12,4.17,63.25,78.33,No
T00552,Grading,BLD003,Bulldozer,5,OP012,Beginner,2,Sunny,17.19,37.33,12.73,Sandy,Sand,34.50,336.91,Night,9.20,3,1.77,8.22,4.14,38.50,67.62,No
T00553,Lifting,GRD002,Grader,6,OP006,Intermediate,6,Sunny,23.77,36.26,19.14,Rocky,Rock,15.38,228.13,Night,6.17,1,3.32,5.10,3.74,46.00,64.08,No
T00554,Digging,BLD001,Bulldozer,2,OP011,Intermediate,3,Sunny,8.12,54.52,3.32,Muddy,Soil,33.78,402.00,Morning,3.43,3,3.42,8.62,3.89,60.00,75.71,No
T00555,Lifting,EXC001,Excavator,7,OP001,Beginner,0,Rainy,9.66,99.84,4.05,Flat,Sand,42.76,344.92,Morning,9.70,2,10.05,12.33,5.15,46.00,81.40,No
T00556,Digging,CRN001,Crane,3,OP007,Intermediate,3,Rainy,24.47,94.34,2.18,Muddy,Debris,18.72,438.32,Afternoon,5.31,0,15.98,10.57,4.31,69.00,82.30,No
T00557,Compacting,EXC003,Excavator,5,OP010,Beginner,0,Foggy,11.90,42.82,28.64,Flat,Sand,53.46,219.85,Afternoon,7.94,3,5.27,9.80,6.03,66.00,100.78,No
T00558,Lifting,GRD001,Grader,6,OP015,Expert,9,Cloudy,17.60,50.90,13.75,Flat,Soil,22.29,236.99,Night,3.06,1,7.24,6.70,2.72,42.00,46.95,No
T00559,Trenching,LDR002,Loader,4,OP009,Beginner,2,Sunny,25.29,59.94,4.05,Rocky,Soil,21.37,365.02,Night,5.86,0,9.38,14.53,4.69,51.75,79.15,No
T00560,Lifting,EXC001,Excavator,7,OP018,Intermediate,4,Sunny,13.88,42.35,8.41,Hilly,Debris,39.58,227.81,Evening,8.33,3,7.87,7.39,4.62,46.00,62.62,No
T00561,Digging,EXC002,Excavator,2,OP004,Beginner,1,Cloudy,18.98,49.68,4.14,Sandy,Sand,45.18,348.25,Afternoon,9.01,0,5.50,9.33,4.71,57.75,91.91,No
T00562,Lifting,GRD001,Grader,6,OP012,Beginner,2,Sunny,13.73,55.07,8.73,Hilly,Soil,40.12,72.32,Evening,1.79,1,16.00,13.05,3.59,46.00,63.94,No
T00563,Compacting,EXC003,Excavator,5,OP015,Expert,9,Sunny,22.70,47.60,3.42,Hilly,Rock,53.20,148.66,Evening,0.98,0,2.27,5.27,3.28,63.25,62.62,No
T00564,Grading,EXC003,Excavator,5,OP019,Intermediate,6,Sunny,19.29,47.99,9.73,Hilly,Sand,19.31,417.12,Night,5.14,1,3.10,7.22,2.91,40.25,49.27,No
T00565,Demolition,BLD001,Bulldozer,2,OP020,Intermediate,6,Foggy,15.16,52.33,15.60,Muddy,Soil,8.36,273.59,Morning,3.61,1,0.03,0.00,7.87,129.60,146.86,No
T00566,Grading,LDR001,Loader,1,OP006,Intermediate,6,Rainy,10.39,67.47,9.64,Muddy,Concrete,22.08,447.49,Night,0.21,1,8.80,3.18,2.25,48.30,46.43,No
T00567,Trenching,EXC001,Excavator,7,OP002,Expert,10,Sunny,13.47,43.25,8.66,Sandy,Debris,52.25,363.67,Morning,1.27,3,3.54,6.16,3.15,49.50,50.54,No
T00568,Material Loading,BLD001,Bulldozer,2,OP003,Beginner,2,Snowy,14.58,29.78,10.89,Hilly,Rock,37.53,161.36,Evening,8.03,0,8.88,11.44,3.68,44.85,71.33,No
T00569,Compacting,CRN001,Crane,3,OP005,Intermediate,3,Windy,24.19,54.95,44.80,Hilly,Debris,41.42,454.99,Night,5.32,1,2.00,0.00,4.68,69.58,86.00,No
T00570,Grading,BLD002,Bulldozer,5,OP002,Expert,10,Cloudy,16.55,49.01,0.00,Sandy,Concrete,59.39,47.61,Afternoon,4.14,2,4.67,5.62,1.99,40.43,40.40,No
T00571,Digging,EXC003,Excavator,5,OP013,Intermediate,3,Sunny,18.38,55.42,14.94,Sandy,Sand,26.82,264.07,Evening,5.34,2,9.49,6.18,4.04,55.00,72.01,No
T00572,Trenching,EXC002,Excavator,2,OP009,Beginner,2,Sunny,18.59,54.85,9.49,Rocky,Soil,36.36,228.94,Evening,5.86,1,11.46,13.46,4.88,51.75,76.95,No
T00573,Earth Excavation,LDR002,Loader,4,OP015,Expert,9,Cloudy,14.62,54.05,10.62,Hilly,Debris,39.47,463.09,Afternoon,2.56,3,2.31,5.45,3.89,72.45,79.49,No
T00574,Lifting,CRN001,Crane,3,OP015,Expert,9,Cloudy,28.33,63.88,18.82,Muddy,Rock,18.69,127.15,Evening,7.19,3,4.58,6.12,3.01,50.40,54.80,No
T00575,Compacting,EXC001,Excavator,7,OP012,Beginner,2,Rainy,23.80,98.89,13.23,Rocky,Debris,38.44,234.32,Afternoon,0.35,0,8.19,9.09,6.49,72.74,103.12,No
T00576,Material Loading,DMP001,DumpTruck,6,OP015,Expert,9,Sunny,16.71,40.19,9.29,Muddy,Soil,13.51,246.15,Evening,0.17,1,5.10,7.43,1.76,36.00,32.24,No
T00577,Demolition,BLD001,Bulldozer,2,OP015,Expert,9,Rainy,14.66,73.42,14.08,Hilly,Concrete,33.01,150.43,Evening,2.69,0,10.74,5.43,5.36,119.02,104.43,No
T00578,Grading,LDR002,Loader,4,OP016,Expert,10,Sunny,21.32,63.51,3.95,Rocky,Debris,6.68,280.52,Afternoon,1.10,2,3.65,2.05,2.45,40.25,35.37,No
T00579,Material Loading,BLD003,Bulldozer,5,OP001,Beginner,0,Foggy,24.19,71.01,12.10,Muddy,Sand,30.23,259.28,Evening,7.92,0,0.00,14.98,4.32,43.20,74.80,No
T00580,Material Loading,EXC002,Excavator,2,OP005,Intermediate,3,Snowy,4.62,54.71,3.35,Rocky,Concrete,41.81,266.84,Evening,0.31,1,11.06,10.56,2.75,44.85,45.78,No
T00581,Lifting,GRD001,Grader,6,OP006,Intermediate,6,Snowy,9.43,26.98,21.30,Muddy,Sand,45.50,251.19,Evening,7.20,0,0.01,9.35,4.65,62.40,76.75,No
T00582,Lifting,LDR001,Loader,1,OP020,Intermediate,6,Cloudy,18.51,49.45,3.68,Muddy,Concrete,42.41,220.74,Night,5.42,1,6.04,7.27,3.54,50.40,59.33,No
T00583,Demolition,CRN001,Crane,3,OP012,Beginner,2,Sunny,32.07,61.87,20.13,Muddy,Soil,29.94,483.63,Evening,7.24,2,6.70,14.41,8.91,108.00,170.84,Yes
T00584,Digging,BLD001,Bulldozer,2,OP007,Intermediate,3,Sunny,35.69,61.02,10.39,Hilly,Sand,39.99,425.70,Morning,7.74,3,11.40,11.24,3.93,57.50,73.15,No
T00585,Trenching,DMP002,DumpTruck,5,OP007,Intermediate,3,Rainy,15.99,96.22,10.20,Muddy,Debris,8.70,440.72,Night,9.97,0,0.00,2.59,4.80,62.10,83.47,Yes
T00586,Grading,EXC001,Excavator,7,OP012,Beginner,2,Cloudy,17.86,48.50,15.21,Sandy,Concrete,45.82,363.98,Afternoon,0.38,3,13.30,17.25,3.69,40.43,60.68,Yes
T00587,Compacting,LDR001,Loader,1,OP001,Beginner,0,Sunny,21.06,47.12,4.67,Hilly,Rock,52.44,421.87,Morning,3.31,3,4.53,17.43,3.92,63.25,81.52,No
T00588,Demolition,EXC001,Excavator,7,OP012,Beginner,2,Sunny,23.99,49.88,12.49,Sandy,Concrete,33.16,317.23,Evening,2.84,0,2.74,17.67,8.11,99.00,133.51,No
T00589,Lifting,LDR003,Loader,8,OP003,Beginner,2,Cloudy,10.06,43.78,18.33,Muddy,Concrete,29.36,327.13,Afternoon,5.37,2,0.00,13.13,5.25,50.40,78.51,No
T00590,Lifting,BLD003,Bulldozer,5,OP007,Intermediate,3,Rainy,16.66,74.31,10.60,Hilly,Soil,40.83,458.80,Morning,1.10,2,4.61,2.08,3.71,52.90,60.94,No
T00591,Digging,GRD002,Grader,6,OP002,Expert,10,Sunny,25.58,46.76,6.87,Hilly,Rock,44.80,316.21,Evening,4.57,1,1.61,3.75,3.88,57.50,55.14,No
T00592,Lifting,EXC003,Excavator,5,OP014,Beginner,2,Rainy,25.94,97.14,7.30,Muddy,Debris,24.24,473.50,Night,2.46,3,2.95,13.41,4.57,55.20,83.72,No
T00593,Material Loading,LDR003,Loader,8,OP001,Beginner,0,Snowy,5.19,43.33,4.77,Rocky,Concrete,55.24,65.72,Afternoon,9.35,1,9.40,10.51,4.10,44.85,75.87,No
T00594,Trenching,LDR003,Loader,8,OP006,Intermediate,6,Cloudy,11.77,57.30,16.44,Sandy,Sand,36.88,209.76,Morning,4.86,0,10.41,4.10,4.30,51.98,69.09,No
T00595,Compacting,CRN002,Crane,6,OP014,Beginner,2,Sunny,21.20,60.46,6.50,Sandy,Concrete,52.08,42.00,Morning,8.33,1,4.08,8.04,6.16,60.50,100.66,No
T00596,Material Loading,LDR002,Loader,4,OP009,Beginner,2,Rainy,17.06,91.37,19.50,Flat,Debris,46.08,461.13,Morning,1.53,0,0.00,23.48,3.20,34.50,52.28,Yes
T00597,Demolition,DMP001,DumpTruck,6,OP004,Beginner,1,Rainy,21.36,82.64,21.74,Flat,Sand,45.33,170.37,Afternoon,6.78,1,4.63,8.43,9.12,103.50,149.26,No
T00598,Material Loading,EXC003,Excavator,5,OP018,Intermediate,4,Cloudy,21.92,44.00,6.84,Rocky,Concrete,23.65,218.05,Evening,0.59,1,9.99,3.91,2.61,36.22,38.61,No
T00599,Grading,LDR003,Loader,8,OP010,Beginner,0,Windy,18.98,60.38,31.39,Muddy,Debris,9.83,331.67,Morning,5.54,1,9.58,17.51,4.84,46.20,72.02,No
T00600,Trenching,BLD003,Bulldozer,5,OP017,Intermediate,6,Cloudy,18.34,58.21,6.28,Rocky,Soil,42.80,325.44,Afternoon,4.08,0,8.39,6.35,4.06,54.34,68.39,No
T00601,Material Loading,BLD003,Bulldozer,5,OP002,Expert,10,Cloudy,25.50,43.56,14.72,Hilly,Sand,17.40,66.64,Evening,0.81,0,10.02,11.03,1.85,36.22,38.05,No
T00602,Compacting,GRD002,Grader,6,OP017,Intermediate,6,Sunny,14.86,59.45,3.30,Sandy,Debris,28.52,285.97,Night,1.65,2,13.12,8.87,3.83,60.50,65.01,No
T00603,Grading,BLD002,Bulldozer,5,OP006,Intermediate,6,Cloudy,17.74,46.94,21.03,Muddy,Debris,31.22,467.95,Morning,2.13,1,0.00,6.75,3.45,44.10,56.35,Yes
T00604,Material Loading,DMP001,DumpTruck,6,OP020,Intermediate,6,Sunny,18.67,41.58,12.05,Flat,Concrete,39.72,312.79,Evening,9.41,1,1.95,7.65,2.59,30.00,50.56,No
T00605,Material Loading,BLD003,Bulldozer,5,OP002,Expert,10,Windy,23.54,46.66,25.31,Flat,Debris,47.21,271.26,Night,4.08,3,6.02,2.29,2.40,33.00,38.09,No
T00606,Digging,CRN002,Crane,6,OP020,Intermediate,6,Sunny,21.46,53.27,11.31,Rocky,Rock,53.99,35.71,Night,5.10,3,13.58,0.55,4.45,57.50,73.29,No
T00607,Trenching,LDR003,Loader,8,OP018,Intermediate,4,Cloudy,17.22,38.40,6.89,Hilly,Sand,55.84,389.14,Night,5.71,0,13.71,7.11,4.32,54.34,70.22,No
T00608,Trenching,LDR001,Loader,1,OP012,Beginner,2,Cloudy,19.73,61.83,8.63,Muddy,Soil,32.02,171.37,Evening,6.03,3,8.26,6.37,3.91,56.70,73.06,No
T00609,Compacting,GRD001,Grader,6,OP005,Intermediate,3,Cloudy,9.63,53.03,6.20,Sandy,Sand,16.43,393.21,Morning,1.21,3,0.80,7.66,4.82,63.53,75.81,No
T00610,Material Loading,GRD001,Grader,6,OP013,Intermediate,3,Cloudy,18.96,45.44,21.62,Rocky,Rock,46.57,64.46,Night,4.04,0,7.37,8.92,2.67,36.22,44.50,No
T00611,Trenching,CRN001,Crane,3,OP010,Beginner,0,Cloudy,13.91,38.12,4.09,Flat,Debris,43.98,409.58,Morning,8.38,3,11.69,17.45,4.00,47.25,77.73,No
T00612,Earth Excavation,EXC002,Excavator,2,OP009,Beginner,2,Sunny,13.67,49.45,13.49,Hilly,Rock,13.10,432.62,Afternoon,4.42,2,8.13,10.50,4.85,69.00,94.76,No
T00613,Digging,CRN002,Crane,6,OP003,Beginner,2,Cloudy,13.50,54.17,8.71,Hilly,Debris,47.11,484.73,Afternoon,3.06,1,0.00,12.12,5.43,60.37,99.13,No
T00614,Demolition,LDR002,Loader,4,OP007,Intermediate,3,Foggy,23.42,52.04,11.55,Hilly,Debris,51.07,35.24,Morning,8.65,2,3.82,9.92,7.73,124.20,142.01,No
T00615,Lifting,BLD001,Bulldozer,2,OP012,Beginner,2,Cloudy,21.88,47.47,5.68,Rocky,Concrete,37.38,56.05,Night,0.28,3,4.68,8.87,3.32,48.30,62.10,No
T00616,Material Loading,LDR003,Loader,8,OP005,Intermediate,3,Sunny,19.82,64.44,14.99,Hilly,Sand,32.08,483.96,Night,6.44,2,12.60,15.70,3.47,34.50,52.74,No
T00617,Compacting,BLD002,Bulldozer,5,OP016,Expert,10,Cloudy,11.81,51.61,7.85,Rocky,Soil,16.65,145.36,Night,7.45,1,7.86,8.11,4.33,66.41,71.99,No
T00618,Trenching,BLD003,Bulldozer,5,OP002,Expert,10,Sunny,27.33,32.99,2.66,Hilly,Debris,10.86,303.29,Afternoon,4.15,2,3.94,4.80,3.70,51.75,57.17,No
T00619,Compacting,GRD002,Grader,6,OP020,Intermediate,6,Sunny,20.96,62.20,2.94,Muddy,Rock,54.62,148.44,Afternoon,9.49,3,11.64,6.08,5.41,66.00,85.99,No
T00620,Material Loading,CRN001,Crane,3,OP007,Intermediate,3,Cloudy,16.65,65.83,13.98,Hilly,Concrete,43.28,443.07,Afternoon,4.15,1,2.35,0.00,1.99,36.22,43.53,No
T00621,Demolition,LDR001,Loader,1,OP003,Beginner,2,Sunny,25.44,51.25,13.28,Rocky,Rock,53.30,393.69,Morning,9.14,0,4.47,14.92,7.44,103.50,140.80,No
T00622,Digging,BLD003,Bulldozer,5,OP012,Beginner,2,Cloudy,25.97,58.13,4.36,Muddy,Rock,38.74,278.30,Night,4.19,2,14.08,2.34,5.33,63.00,91.02,No
T00623,Digging,BLD003,Bulldozer,5,OP008,Beginner,0,Windy,13.44,51.51,31.55,Hilly,Soil,5.05,346.85,Afternoon,2.06,1,6.89,10.23,5.23,63.25,91.26,No
T00624,Lifting,GRD002,Grader,6,OP001,Beginner,0,Cloudy,14.28,33.27,8.03,Sandy,Sand,47.40,499.58,Night,2.71,1,8.93,12.77,4.49,46.20,72.86,No
T00625,Earth Excavation,BLD002,Bulldozer,5,OP019,Intermediate,6,Cloudy,7.38,51.55,6.74,Flat,Rock,36.84,246.71,Evening,7.23,0,8.37,9.10,4.70,63.00,81.66,No
T00626,Compacting,DMP002,DumpTruck,5,OP002,Expert,10,Cloudy,17.22,47.01,15.07,Sandy,Rock,57.36,192.73,Evening,8.97,1,4.75,12.21,3.96,63.53,72.64,No
T00627,Grading,LDR001,Loader,1,OP013,Intermediate,3,Windy,9.00,69.00,26.48,Rocky,Concrete,44.17,111.54,Evening,5.42,2,11.05,2.11,3.22,44.27,53.60,No
T00628,Lifting,GRD002,Grader,6,OP004,Beginner,1,Cloudy,22.57,56.16,4.45,Flat,Soil,6.48,361.41,Afternoon,1.16,1,7.88,10.54,3.75,42.00,57.37,No
T00629,Trenching,BLD002,Bulldozer,5,OP009,Beginner,2,Windy,11.77,72.98,35.92,Flat,Concrete,36.04,185.12,Night,8.44,3,6.10,19.83,4.73,49.50,73.90,No
T00630,Grading,EXC001,Excavator,7,OP020,Intermediate,6,Foggy,12.80,64.21,13.05,Sandy,Concrete,26.86,448.81,Evening,5.89,2,6.38,8.99,3.90,46.20,58.13,No
T00631,Demolition,BLD001,Bulldozer,2,OP011,Intermediate,3,Foggy,13.51,48.59,13.01,Rocky,Rock,57.88,102.22,Night,3.10,0,0.00,8.15,8.04,124.20,146.31,No
T00632,Digging,CRN001,Crane,3,OP007,Intermediate,3,Cloudy,21.14,52.31,12.65,Sandy,Soil,21.72,484.04,Morning,5.47,3,3.41,0.00,4.30,57.75,74.18,No
T00633,Grading,DMP002,DumpTruck,5,OP020,Intermediate,6,Windy,9.51,45.94,37.38,Rocky,Debris,52.18,463.06,Afternoon,8.48,2,6.04,4.55,3.55,44.27,59.32,No
T00634,Earth Excavation,LDR003,Loader,8,OP010,Beginner,0,Cloudy,21.37,28.93,19.61,Sandy,Soil,23.98,81.42,Night,8.45,1,4.71,7.77,7.57,69.30,113.84,No
T00635,Demolition,LDR002,Loader,4,OP002,Expert,10,Foggy,12.29,36.17,15.16,Rocky,Debris,16.57,29.75,Afternoon,1.00,1,4.75,2.00,6.08,124.20,108.67,No
T00636,Digging,LDR002,Loader,4,OP018,Intermediate,4,Rainy,16.06,81.04,11.40,Sandy,Sand,17.47,405.43,Evening,6.56,1,0.64,7.09,4.23,63.25,76.45,No
